low,high,recent_strength,all_strength,avg_strength,zone_type,strength
228.52790916074292,230.94360935565237,1.0,0.5127249729673325,0.7563624864836662,short-term,0.7563624864836662
223.69650877092408,226.11220896583353,0.6474553861526687,0.4001652160278268,0.5238103010902477,short-term,0.5238103010902477
259.93201169456546,262.34771188947485,0.0,1.0,0.5,short-term,0.5
267.17911227929375,269.59481247420314,0.0,0.9026289250672689,0.45131446253363444,short-term,0.45131446253363444
172.9668046778262,175.3825048727356,0.0,0.877672567559002,0.438836283779501,short-term,0.438836283779501
257.516311499656,259.93201169456546,0.0,0.8533594588057577,0.42667972940287885,short-term,0.42667972940287885
180.21390526255445,182.62960545746387,0.0,0.8408535465951832,0.4204267732975916,short-term,0.4204267732975916
168.13540428800732,170.55110448291674,0.0,0.8265076839189051,0.41325384195945253,short-term,0.41325384195945253
262.34771188947485,264.7634120843843,0.0,0.8176678090827488,0.4088339045413744,short-term,0.4088339045413744
264.7634120843843,267.17911227929375,0.0,0.8147545817931777,0.40737729089658886,short-term,0.40737729089658886
170.55110448291674,172.9668046778262,0.0,0.8129690459494627,0.40648452297473137,short-term,0.40648452297473137
216.4494081861958,218.86510838110524,0.2081374213085767,0.5967194083955788,0.40242841485207775,short-term,0.40242841485207775
255.10061130474662,257.516311499656,0.0,0.7984479512232224,0.3992239756116112,short-term,0.3992239756116112
218.86510838110524,221.28080857601466,0.12994617265388758,0.616704868140729,0.37332552039730826,short-term,0.37332552039730826
252.68491110983717,255.10061130474662,0.0,0.7351646904573534,0.3675823452286767,short-term,0.3675823452286767
250.26921091492778,252.68491110983717,0.0,0.7262270820080848,0.3631135410040424,short-term,0.3631135410040424
175.3825048727356,177.79820506764503,0.0,0.7197425876110143,0.35987129380550714,short-term,0.35987129380550714
165.7197040930979,168.13540428800732,0.0,0.6715277294443798,0.3357638647221899,short-term,0.3357638647221899
177.79820506764503,180.21390526255445,0.0,0.6698973792358729,0.33494868961793645,short-term,0.33494868961793645
298.58321481311623,300.9989150080257,0.0,0.667492521246883,0.3337462606234415,short-term,0.3337462606234415
163.30400389818848,165.7197040930979,0.0,0.6584045969732937,0.32920229848664684,short-term,0.32920229848664684
182.62960545746387,185.04530565237332,0.0,0.6055988409119148,0.3027994204559574,short-term,0.3027994204559574
296.16751461820684,298.58321481311623,0.0,0.5974921752104192,0.2987460876052096,short-term,0.2987460876052096
160.88830370327906,163.30400389818848,0.0,0.5952405933363413,0.29762029666817064,short-term,0.29762029666817064
141.56270214400365,143.9784023389131,0.0,0.5943115576585126,0.2971557788292563,short-term,0.2971557788292563
