price_bin_low,price_bin_high,bin_mid,volume_sum,csi,pct_of_total_volume
2021.7179,2029.6668,2025.6924,4479766411.5491,0.3598,0.1731
2029.6668,2037.6158,2033.6413,4904806954.6771,0.394,0.1895
2037.6158,2045.5648,2041.5903,3038303564.3518,0.244,0.1174
2045.5648,2053.5137,2049.5392,4602583093.4417,0.3697,0.1778
2053.5137,2061.4627,2057.4882,4657386663.3186,0.3741,0.18
2061.4627,2069.4117,2065.4372,5511368835.7246,0.4427,0.213
2069.4117,2077.3606,2073.3862,4607531870.3373,0.3701,0.178
2077.3606,2085.3096,2081.3351,4149033256.8128,0.3333,0.1603
2085.3096,2093.2586,2089.2841,4254252811.3975,0.3417,0.1644
2093.2586,2101.2075,2097.233,5731911006.8549,0.4604,0.2215
2101.2075,2109.1565,2105.182,5067041577.0487,0.407,0.1958
2109.1565,2117.1055,2113.131,4737670635.4367,0.3805,0.1831
2117.1055,2125.0544,2121.08,5906376690.2984,0.4744,0.2282
2125.0544,2133.0034,2129.0289,3849382388.4563,0.3092,0.1487
2133.0034,2140.9524,2136.9779,3735579158.4741,0.3,0.1443
2140.9524,2148.9013,2144.9269,3940363615.2578,0.3165,0.1523
2148.9013,2156.8503,2152.8758,3348616614.7322,0.269,0.1294
2156.8503,2164.7993,2160.8248,4239505725.7153,0.3405,0.1638
2164.7993,2172.7482,2168.7738,4341707928.3948,0.3487,0.1678
2172.7482,2180.6972,2176.7227,4166150339.5933,0.3346,0.161
2180.6972,2188.6462,2184.6717,4593346675.6976,0.3689,0.1775
2188.6462,2196.5951,2192.6207,5309259024.6705,0.4265,0.2052
2196.5951,2204.5441,2200.5696,3055876463.9567,0.2455,0.1181
2204.5441,2212.4931,2208.5186,5016825327.7911,0.403,0.1939
2212.4931,2220.442,2216.4676,6757410721.5687,0.5428,0.2611
2220.442,2228.391,2224.4165,6893758407.7592,0.5537,0.2664
2228.391,2236.34,2232.3655,7146101412.2199,0.574,0.2761
2236.34,2244.2889,2240.3145,5589977551.5998,0.449,0.216
2244.2889,2252.2379,2248.2634,6471940579.8289,0.5198,0.2501
2252.2379,2260.1869,2256.2124,4060059954.1493,0.3261,0.1569
2260.1869,2268.1358,2264.1614,5270663897.2305,0.4234,0.2037
2268.1358,2276.0848,2272.1103,6326465095.0144,0.5082,0.2445
2276.0848,2284.0338,2280.0593,6077978285.8887,0.4882,0.2349
2284.0338,2291.9827,2288.0083,6696009542.7128,0.5378,0.2587
