price_bin_low,price_bin_high,bin_mid,volume_sum,csi,pct_of_total_volume
28.0029,28.0744,28.0387,108974173.2069,0.1711,0.1417
28.0744,28.1458,28.1101,59601231.1325,0.0936,0.0775
28.1458,28.2172,28.1815,105037863.6872,0.1649,0.1366
28.2172,28.2886,28.2529,110973085.6178,0.1742,0.1443
28.2886,28.36,28.3243,107473411.3185,0.1687,0.1397
28.36,28.4315,28.3958,104853389.9062,0.1646,0.1363
28.4315,28.5029,28.4672,115782693.113,0.1818,0.1505
28.5029,28.5743,28.5386,84422874.3336,0.1325,0.1098
28.5743,28.6457,28.61,145333490.7335,0.2282,0.1889
28.6457,28.7172,28.6814,226393178.9129,0.3554,0.2943
28.7172,28.7886,28.7529,134679886.5231,0.2114,0.1751
28.7886,28.86,28.8243,131831018.5755,0.207,0.1714
28.86,28.9314,28.8957,161632789.2708,0.2538,0.2101
28.9314,29.0028,28.9671,125220303.8215,0.1966,0.1628
29.0028,29.0743,29.0385,111659160.8809,0.1753,0.1452
29.0743,29.1457,29.11,124868928.0281,0.196,0.1623
29.1457,29.2171,29.1814,166322805.1372,0.2611,0.2162
29.2171,29.2885,29.2528,122699510.1157,0.1926,0.1595
29.2885,29.3599,29.3242,85654227.9918,0.1345,0.1114
29.3599,29.4314,29.3957,97090951.2225,0.1524,0.1262
29.4314,29.5028,29.4671,77390035.1406,0.1215,0.1006
29.5028,29.5742,29.5385,104661105.5549,0.1643,0.1361
29.5742,29.6456,29.6099,83033596.3792,0.1304,0.108
29.6456,29.717,29.6813,94243622.6666,0.148,0.1225
29.717,29.7885,29.7528,192456019.2413,0.3022,0.2502
29.7885,29.8599,29.8242,101319067.9136,0.1591,0.1317
29.8599,29.9313,29.8956,138925991.6267,0.2181,0.1806
29.9313,30.0027,29.967,128592942.7483,0.2019,0.1672
30.0027,30.0742,30.0384,120741640.0829,0.1896,0.157
30.0742,30.1456,30.1099,203146250.7269,0.3189,0.2641
30.1456,30.217,30.1813,86844377.35,0.1363,0.1129
30.217,30.2884,30.2527,115604197.8949,0.1815,0.1503
30.2884,30.3598,30.3241,103101734.56,0.1619,0.134
30.3598,30.4313,30.3955,51360329.6094,0.0806,0.0668
30.4313,30.5027,30.467,80700422.435,0.1267,0.1049
30.5027,30.5741,30.5384,72541493.2798,0.1139,0.0943
30.5741,30.6455,30.6098,105759561.4346,0.166,0.1375
30.6455,30.7169,30.6812,92903040.8678,0.1459,0.1208
30.7169,30.7884,30.7526,102105920.3741,0.1603,0.1327
30.7884,30.8598,30.8241,191008949.4813,0.2999,0.2483
30.8598,30.9312,30.8955,60924423.9195,0.0957,0.0792
30.9312,31.0026,30.9669,124424329.5206,0.1953,0.1618
31.0026,31.074,31.0383,67555015.3914,0.1061,0.0878
31.074,31.1455,31.1098,93456730.2211,0.1467,0.1215
31.1455,31.2169,31.1812,113959395.6726,0.1789,0.1482
31.2169,31.2883,31.2526,57547000.432,0.0903,0.0748
31.2883,31.3597,31.324,141386902.5419,0.222,0.1838
31.3597,31.4311,31.3954,68386264.0716,0.1074,0.0889
31.4311,31.5026,31.4669,63572713.5425,0.0998,0.0827
31.5026,31.574,31.5383,53478102.1583,0.084,0.0695
31.574,31.6454,31.6097,45052470.8851,0.0707,0.0586
31.6454,31.7168,31.6811,99890258.8158,0.1568,0.1299
31.7168,31.7882,31.7525,83446686.8567,0.131,0.1085
31.7882,31.8597,31.824,76585365.6478,0.1202,0.0996
31.8597,31.9311,31.8954,54976713.1555,0.0863,0.0715
31.9311,32.0025,31.9668,38133412.3002,0.0599,0.0496
32.0025,32.0739,32.0382,66120039.8866,0.1038,0.086
32.0739,32.1454,32.1096,179017340.2348,0.2811,0.2327
32.1454,32.2168,32.1811,56363561.3191,0.0885,0.0733
32.2168,32.2882,32.2525,93584161.3985,0.1469,0.1217
32.2882,32.3596,32.3239,64003350.849,0.1005,0.0832
32.3596,32.431,32.3953,28424695.8062,0.0446,0.037
32.431,32.5025,32.4667,32802579.6179,0.0515,0.0426
32.5025,32.5739,32.5382,28758293.3157,0.0452,0.0374
32.5739,32.6453,32.6096,14777978.5509,0.0232,0.0192
32.6453,32.7167,32.681,65244589.9983,0.1024,0.0848
32.7167,32.7881,32.7524,100582984.8155,0.1579,0.1308
32.7881,32.8596,32.8239,48743761.8397,0.0765,0.0634
32.8596,32.931,32.8953,82503160.2875,0.1295,0.1073
32.931,33.0024,32.9667,48890672.7608,0.0768,0.0636
33.0024,33.0738,33.0381,61051410.3391,0.0958,0.0794
