Unix,Date,Symbol,Open,High,Low,Close,Volume,Volume USDT,tradecount
1753750800000,2025-07-29 01:00:00+00:00,ETHUSDT,3780.35,3798.76,3758.0,3758.88,13987.278,52893457.242824,101082
1753754400000,2025-07-29 02:00:00+00:00,ETHUSDT,3758.89,3773.59,3731.21,3759.13,25087.7051,94100343.369765,187688
1753758000000,2025-07-29 03:00:00+00:00,ETHUSDT,3759.13,3797.98,3758.77,3791.9,17437.905,65946755.069712,107695
1753761600000,2025-07-29 04:00:00+00:00,ETHUSDT,3791.91,3801.88,3775.77,3778.48,11288.2628,42779236.415517,85020
1753765200000,2025-07-29 05:00:00+00:00,ETHUSDT,3778.48,3807.98,3778.47,3807.26,10960.8104,41607605.366351,75335
1753768800000,2025-07-29 06:00:00+00:00,ETHUSDT,3807.26,3834.29,3801.87,3828.8,22228.697,84895920.397092,104023
1753772400000,2025-07-29 07:00:00+00:00,ETHUSDT,3828.81,3880.0,3828.81,3877.36,41007.456,158144061.719049,138859
1753776000000,2025-07-29 08:00:00+00:00,ETHUSDT,3877.36,3886.44,3860.29,3872.52,21443.8209,83089434.101087,107365
1753779600000,2025-07-29 09:00:00+00:00,ETHUSDT,3872.53,3879.94,3864.64,3872.62,11494.9907,44527988.866561,73294
1753783200000,2025-07-29 10:00:00+00:00,ETHUSDT,3872.61,3874.72,3824.0,3829.59,26919.2076,103622753.689411,146343
1753786800000,2025-07-29 11:00:00+00:00,ETHUSDT,3829.59,3839.98,3811.78,3825.9,23135.7423,88491535.30962,120420
1753790400000,2025-07-29 12:00:00+00:00,ETHUSDT,3825.89,3860.22,3822.78,3852.81,24095.4202,92602957.682912,124639
1753794000000,2025-07-29 13:00:00+00:00,ETHUSDT,3852.82,3874.54,3827.49,3838.94,27156.8361,104629993.101519,161464
1753797600000,2025-07-29 14:00:00+00:00,ETHUSDT,3838.95,3840.26,3770.0,3782.26,46805.1798,177950482.117468,255038
1753801200000,2025-07-29 15:00:00+00:00,ETHUSDT,3782.25,3783.5,3747.0,3761.57,42820.093,161208961.325655,225680
1753804800000,2025-07-29 16:00:00+00:00,ETHUSDT,3761.56,3769.16,3716.04,3751.45,53252.6585,199292287.171257,227364
1753808400000,2025-07-29 17:00:00+00:00,ETHUSDT,3751.45,3793.59,3744.52,3769.74,29852.7315,112538061.786107,155123
1753812000000,2025-07-29 18:00:00+00:00,ETHUSDT,3769.73,3776.57,3752.48,3770.99,10972.3044,41327536.269798,88548
1753815600000,2025-07-29 19:00:00+00:00,ETHUSDT,3771.0,3797.0,3758.77,3765.89,23193.8182,87558005.273894,114888
1753819200000,2025-07-29 20:00:00+00:00,ETHUSDT,3765.89,3784.12,3739.14,3765.5,25881.9988,97210341.871609,130189
1753822800000,2025-07-29 21:00:00+00:00,ETHUSDT,3765.5,3785.49,3753.44,3781.14,12110.4815,45628579.33845,64768
1753826400000,2025-07-29 22:00:00+00:00,ETHUSDT,3781.14,3795.25,3759.49,3792.59,11736.1948,44364586.666886,67836
1753830000000,2025-07-29 23:00:00+00:00,ETHUSDT,3792.6,3801.77,3783.68,3793.79,9543.2904,36184694.661844,55118
1753837200000,2025-07-30 01:00:00+00:00,ETHUSDT,3775.0,3812.16,3761.56,3791.73,19675.7683,74627158.952148,112162
1753840800000,2025-07-30 02:00:00+00:00,ETHUSDT,3791.73,3822.0,3784.68,3812.83,17463.2474,66543112.480449,98704
1753844400000,2025-07-30 03:00:00+00:00,ETHUSDT,3812.84,3828.71,3805.49,3817.47,15206.7538,58047984.189781,66037
1753848000000,2025-07-30 04:00:00+00:00,ETHUSDT,3817.46,3825.38,3799.56,3808.57,9136.4615,34820788.466629,62559
1753851600000,2025-07-30 05:00:00+00:00,ETHUSDT,3808.56,3815.38,3786.87,3810.23,13385.6109,50903428.418748,86403
1753855200000,2025-07-30 06:00:00+00:00,ETHUSDT,3810.24,3830.21,3809.26,3824.95,14652.8544,55991182.697146,68404
1753858800000,2025-07-30 07:00:00+00:00,ETHUSDT,3824.95,3834.03,3803.93,3811.44,15020.7968,57386658.686954,85482
1753862400000,2025-07-30 08:00:00+00:00,ETHUSDT,3811.44,3825.73,3797.54,3815.65,14395.7296,54905017.942425,90335
1753866000000,2025-07-30 09:00:00+00:00,ETHUSDT,3815.65,3819.95,3775.0,3786.51,21842.7706,82808762.175347,129043
1753869600000,2025-07-30 10:00:00+00:00,ETHUSDT,3786.51,3807.22,3768.23,3773.99,13545.4264,51352526.475746,92000
1753873200000,2025-07-30 11:00:00+00:00,ETHUSDT,3774.0,3786.0,3744.16,3758.18,24500.553,92114767.687249,148783
1753876800000,2025-07-30 12:00:00+00:00,ETHUSDT,3758.18,3785.06,3749.74,3774.24,21577.1376,81318968.240284,153672
1753880400000,2025-07-30 13:00:00+00:00,ETHUSDT,3774.23,3785.93,3750.39,3766.68,21906.4802,82525712.46586,194516
1753884000000,2025-07-30 14:00:00+00:00,ETHUSDT,3766.67,3832.0,3764.05,3819.52,25025.5747,95104011.212743,182349
1753887600000,2025-07-30 15:00:00+00:00,ETHUSDT,3819.52,3822.6,3777.33,3797.25,21951.6512,83338593.136205,180488
1753891200000,2025-07-30 16:00:00+00:00,ETHUSDT,3797.25,3817.0,3780.88,3795.92,18401.5689,69874770.64825,134793
1753894800000,2025-07-30 17:00:00+00:00,ETHUSDT,3795.92,3815.0,3791.91,3805.14,10921.8745,41552817.13244,89915
1753898400000,2025-07-30 18:00:00+00:00,ETHUSDT,3805.15,3822.0,3737.0,3738.37,60238.9357,227645906.848932,308679
1753902000000,2025-07-30 19:00:00+00:00,ETHUSDT,3738.37,3772.94,3677.65,3760.68,85817.5958,318902858.746801,403749
1753923600000,2025-07-31 01:00:00+00:00,ETHUSDT,3843.93,3850.62,3829.37,3838.0,23871.0341,91659154.88361,95671
1753927200000,2025-07-31 02:00:00+00:00,ETHUSDT,3837.99,3864.49,3831.96,3862.92,23555.3301,90692990.035037,100379
1753930800000,2025-07-31 03:00:00+00:00,ETHUSDT,3862.93,3868.0,3855.99,3863.31,18604.2069,71824944.184363,79133
1753934400000,2025-07-31 04:00:00+00:00,ETHUSDT,3863.31,3871.15,3854.77,3871.04,13813.8045,53353607.753651,52365
1753938000000,2025-07-31 05:00:00+00:00,ETHUSDT,3871.05,3871.05,3855.61,3859.15,13757.7822,53128502.898268,45282
1753941600000,2025-07-31 06:00:00+00:00,ETHUSDT,3859.14,3878.67,3855.12,3874.08,16364.5745,63274009.468339,64389
1753945200000,2025-07-31 07:00:00+00:00,ETHUSDT,3874.08,3877.16,3861.24,3863.81,13287.1956,51385768.062295,60588
1753948800000,2025-07-31 08:00:00+00:00,ETHUSDT,3863.81,3873.28,3858.02,3863.7,10626.4331,41074276.848658,48429
1753952400000,2025-07-31 09:00:00+00:00,ETHUSDT,3863.7,3866.97,3855.16,3863.08,9891.3545,38192467.842733,46016
1753956000000,2025-07-31 10:00:00+00:00,ETHUSDT,3863.08,3866.87,3853.3,3855.48,11779.6698,45465125.470608,48959
1753959600000,2025-07-31 11:00:00+00:00,ETHUSDT,3855.48,3858.21,3826.3,3838.46,23035.835,88461133.920282,81943
1753963200000,2025-07-31 12:00:00+00:00,ETHUSDT,3838.45,3845.09,3822.95,3835.0,15791.6746,60546189.772538,98534
1753966800000,2025-07-31 13:00:00+00:00,ETHUSDT,3835.0,3835.18,3786.44,3807.57,36737.0388,139866363.192985,200544
1753970400000,2025-07-31 14:00:00+00:00,ETHUSDT,3807.57,3815.84,3766.66,3768.97,34278.9233,129712839.981413,201569
1753974000000,2025-07-31 15:00:00+00:00,ETHUSDT,3768.97,3797.93,3762.27,3788.38,22789.148,86242720.257737,144594
1753977600000,2025-07-31 16:00:00+00:00,ETHUSDT,3788.39,3819.0,3781.5,3804.17,23552.4347,89542605.122668,152603
1753981200000,2025-07-31 17:00:00+00:00,ETHUSDT,3804.17,3804.91,3768.05,3775.83,20852.5144,78910456.115288,171474
