Unix,Date,Symbol,Open,High,Low,Close,Volume,Volume USDT,tradecount
1753750800000,2025-07-29 01:00:00+00:00,BTCUSDT,117979.8,118247.62,117774.15,117774.16,264.65387,31243148.0111754,47037
1753754400000,2025-07-29 02:00:00+00:00,BTCUSDT,117774.15,118102.79,117450.0,118095.6,550.84159,64869082.669788,112413
1753758000000,2025-07-29 03:00:00+00:00,BTCUSDT,118095.59,118800.0,118095.59,118764.85,879.02363,104112694.188676,87982
1753761600000,2025-07-29 04:00:00+00:00,BTCUSDT,118764.85,118799.99,118416.66,118533.93,441.70806,52401056.8560255,64921
1753765200000,2025-07-29 05:00:00+00:00,BTCUSDT,118533.93,118852.0,118527.77,118800.0,475.07739,56396628.5863393,46948
1753768800000,2025-07-29 06:00:00+00:00,BTCUSDT,118799.99,119061.68,118731.74,118764.85,664.6105,79041256.3805088,59968
1753772400000,2025-07-29 07:00:00+00:00,BTCUSDT,118764.86,119273.36,118750.87,118882.37,998.59676,118779665.6600775,74978
1753776000000,2025-07-29 08:00:00+00:00,BTCUSDT,118882.37,119051.0,118764.86,118923.8,302.76278,36005451.9215841,55056
1753779600000,2025-07-29 09:00:00+00:00,BTCUSDT,118923.81,118985.0,118758.98,118784.79,385.26308,45791066.6954777,55200
1753783200000,2025-07-29 10:00:00+00:00,BTCUSDT,118784.8,118828.01,118300.0,118317.75,697.30138,82695020.0916825,77347
1753786800000,2025-07-29 11:00:00+00:00,BTCUSDT,118317.74,118592.39,118160.87,118592.38,577.62627,68374468.491438,66527
1753790400000,2025-07-29 12:00:00+00:00,BTCUSDT,118592.38,119080.81,118450.0,118906.85,787.26429,93566948.3890533,83989
1753794000000,2025-07-29 13:00:00+00:00,BTCUSDT,118906.85,119029.54,118527.01,118621.27,657.45227,78111657.4900763,111053
1753797600000,2025-07-29 14:00:00+00:00,BTCUSDT,118621.27,118635.58,117701.0,117823.67,1328.2906,156885148.9055385,186861
1753801200000,2025-07-29 15:00:00+00:00,BTCUSDT,117823.66,117955.39,117272.0,117400.01,1400.94922,164689653.7051275,155240
1753804800000,2025-07-29 16:00:00+00:00,BTCUSDT,117400.02,117758.13,116950.75,117739.03,1125.1565,132026923.8516737,129058
1753808400000,2025-07-29 17:00:00+00:00,BTCUSDT,117739.03,118057.05,117629.99,117773.69,512.49259,60387842.5393783,85458
1753812000000,2025-07-29 18:00:00+00:00,BTCUSDT,117773.69,117824.59,117482.4,117606.72,260.60632,30661300.3348685,64548
1753815600000,2025-07-29 19:00:00+00:00,BTCUSDT,117606.74,118000.0,117420.0,117525.29,542.80793,63864314.2805543,69190
1753819200000,2025-07-29 20:00:00+00:00,BTCUSDT,117525.28,117871.39,117094.96,117514.28,823.80047,96701974.0875896,112876
1753822800000,2025-07-29 21:00:00+00:00,BTCUSDT,117514.49,117701.1,117190.83,117606.79,470.68677,55247109.6943103,58179
1753826400000,2025-07-29 22:00:00+00:00,BTCUSDT,117606.79,117860.0,117459.04,117848.03,239.80039,28218834.8932956,33038
1753830000000,2025-07-29 23:00:00+00:00,BTCUSDT,117848.03,118000.0,117729.8,117950.76,202.8032,23904064.3236578,28126
1753837200000,2025-07-30 01:00:00+00:00,BTCUSDT,117744.78,118012.78,117412.53,117862.05,234.85179,27649129.4045254,53855
1753840800000,2025-07-30 02:00:00+00:00,BTCUSDT,117862.05,118119.0,117796.14,118024.11,330.69294,39023937.8631511,54386
1753844400000,2025-07-30 03:00:00+00:00,BTCUSDT,118024.1,118250.0,117905.61,118161.87,414.52534,48952708.2796609,42358
1753848000000,2025-07-30 04:00:00+00:00,BTCUSDT,118161.86,118275.18,117963.65,117993.52,266.35002,31463788.5029371,38172
1753851600000,2025-07-30 05:00:00+00:00,BTCUSDT,117993.52,118080.0,117667.33,117992.26,269.77024,31792358.9789971,47801
1753855200000,2025-07-30 06:00:00+00:00,BTCUSDT,117992.26,118326.56,117992.25,118287.31,396.72321,46887520.5023232,39371
